Poster,No_Bedroom,Area,Apartment_Type,Furniture_Type,Price,Latitude,Longitude
môi giới,2.0,67.0,chung cư thường,full,11.0,21.0333694,105.7697198
môi giới,2.0,60.0,chung cư thường,full,9.5,21.0333475,105.7698529
môi giới,3.0,186.0,chung cư thường,full,16.0,21.0314592,105.7741762
môi giới,2.0,84.0,chung cư thường,full cao cấp,11.0,21.0396186,105.7672124
môi giới,3.0,104.0,chung cư thường,nguyên bản,9.5,21.0396186,105.7672124
môi giới,1.0,68.0,chung cư thường,full,16.0,21.0409346,105.824202
môi giới,2.0,79.0,chung cư thường,full,12.5,21.0333475,105.7698529
môi giới,2.0,80.0,chung cư thường,full,11.5,21.01426,105.7773001
môi giới,3.0,80.0,chung cư thường,full,13.0,21.0173636,105.7983577
môi giới,2.0,52.0,chung cư thường,cơ bản,8.0,21.0333475,105.7698529
môi giới,3.0,86.0,chung cư thường,full,13.0,21.0333475,105.7698529
môi giới,2.0,61.0,chung cư thường,full,11.0,21.0333475,105.7698529
môi giới,2.0,80.0,chung cư thường,full,12.5,21.0333694,105.7697198
môi giới,3.0,105.0,chung cư thường,full,22.0,21.0278125,105.8044795
cá nhân,1.0,26.0,chung cư thường,unk,3.0,21.049462,105.8659613
cá nhân,3.0,140.0,chung cư tập thể,cơ bản,8.0,21.0023036,105.8489024
cá nhân,1.0,45.0,chung cư thường,cơ bản,6.5,21.0023036,105.8489024
cá nhân,2.0,70.0,chung cư thường,cơ bản,7.0,21.0306461,105.7692892
môi giới,2.0,98.0,chung cư thường,unk,13.0,21.038031,105.7949789
môi giới,2.0,82.0,chung cư thường,unk,8.5,21.0181378,105.7932507
môi giới,2.0,65.0,chung cư thường,full,8.5,21.0099881,105.8046452
môi giới,2.0,60.0,chung cư thường,full,8.5,21.0032136,105.8018986
môi giới,2.0,76.0,chung cư thường,cơ bản,12.0,21.0042496,105.8033839
môi giới,2.0,70.0,chung cư thường,full cao cấp,10.5,21.0165579,105.788647
môi giới,3.0,100.0,chung cư thường,unk,13.0,21.0257768,105.7917203
cá nhân,2.0,105.0,chung cư thường,full,15.0,21.0089298,105.8241052
cá nhân,2.0,70.0,chung cư tập thể,full,5.0,21.0586359,105.7831992
môi giới,2.0,80.0,chung cư thường,unk,10.0,21.0331019,105.7788219
cá nhân,1.0,28.0,chung cư mini,unk,2.2,21.0139865,105.7971098
cá nhân,1.0,20.0,chung cư mini,unk,1.5,20.9770005,105.896559
cá nhân,1.0,30.0,chung cư mini,unk,2.5,21.0129882,105.820014
cá nhân,1.0,40.0,chung cư mini,full,3.0,20.9959104,105.8576533
cá nhân,1.0,30.0,chung cư mini,full,2.5,20.9829788,105.8349562
môi giới,2.0,80.0,chung cư thường,full,11.0,21.0181378,105.7932507
cá nhân,3.0,120.0,chung cư thường,cơ bản,10.0,20.9725489,105.8195447
môi giới,3.0,75.0,chung cư thường,full,8.0,20.9902639,105.938133
môi giới,1.0,33.0,chung cư studio,full,4.5,20.9856101,105.9280726
môi giới,1.0,36.0,chung cư thường,cơ bản,4.0,20.9902639,105.938133
cá nhân,3.0,114.0,chung cư thường,full,1.5,20.9875326,105.8505037
môi giới,2.0,74.0,chung cư thường,full,10.0,21.0333475,105.7698529
môi giới,2.0,80.0,chung cư thường,unk,11.0,21.0106727,105.8094871
môi giới,2.0,75.0,chung cư thường,full,11.0,21.0107877,105.8044006
cá nhân,2.0,50.0,chung cư thường,cơ bản,4.5,21.0145124,105.8102144
môi giới,2.0,76.0,chung cư thường,full,13.0,20.9993188,105.8078861
cá nhân,1.0,15.0,chung cư thường,unk,1.4,21.0162866,105.8059811
môi giới,3.0,102.0,chung cư thường,full,16.0,21.0325424,105.8003648
môi giới,3.0,147.0,chung cư thường,full,16.0,21.0108322,105.810852
môi giới,2.0,100.0,chung cư thường,cơ bản,22.0,21.057969,105.797542
môi giới,3.0,110.0,chung cư thường,unk,9.0,20.9916037,105.7845561
môi giới,3.0,100.0,chung cư thường,full,6.0,21.0779881,105.7869086
môi giới,2.0,70.0,chung cư thường,full,11.0,21.0713547,105.8070442
môi giới,3.0,162.0,chung cư thường,full,20.0,21.0070457,105.8029953
môi giới,3.0,103.0,chung cư thường,unk,12.0,21.0779881,105.7869086
môi giới,2.0,70.0,chung cư thường,cơ bản,10.0,21.00234,105.822739
môi giới,3.0,90.0,chung cư thường,full cao cấp,16.0,21.0779881,105.7869086
môi giới,2.0,70.0,chung cư thường,unk,8.0,21.0099881,105.8046452
môi giới,2.0,70.0,chung cư thường,full,8.0,21.0099881,105.8046452
môi giới,3.0,120.0,chung cư thường,nguyên bản,13.0,21.0162866,105.8059811
môi giới,2.0,70.0,chung cư thường,full,7.0,21.0221606,105.771796
môi giới,2.0,80.0,chung cư thường,full,8.5,21.0181378,105.7932507
môi giới,2.0,77.0,chung cư thường,full,10.0,21.017032,105.7982605
môi giới,2.0,90.0,chung cư thường,full,11.0,21.0150367,105.8316114
môi giới,3.0,80.0,chung cư tập thể,unk,6.0,21.0270609,105.8194896
môi giới,3.0,110.0,chung cư thường,full,12.5,21.0162866,105.8059811
môi giới,3.0,90.0,chung cư thường,full,11.0,21.0306915,105.7592122
môi giới,1.0,60.0,chung cư thường,cơ bản,8.0,21.038031,105.7949789
môi giới,2.0,75.0,chung cư thường,unk,10.0,21.0200657,105.7915506
môi giới,2.0,94.0,chung cư thường,full,13.0,21.0141303,105.7905384
môi giới,2.0,82.0,chung cư thường,full,7.5,20.9898009,105.7615252
môi giới,2.0,87.0,chung cư thường,full,10.0,21.0295683,105.7918811
môi giới,2.0,70.0,chung cư thường,full,9.5,21.0099881,105.8046452
môi giới,2.0,75.0,chung cư thường,full,7.5,21.017578,105.7976787
môi giới,2.0,72.0,chung cư thường,full,10.0,21.0221606,105.771796
môi giới,1.0,52.0,chung cư thường,full,8.0,21.0319529,105.7995321
môi giới,2.0,68.0,chung cư thường,nguyên bản,8.0,21.0200657,105.7915506
môi giới,3.0,116.0,chung cư thường,full,15.0,21.0232492,105.7899901
môi giới,3.0,110.0,chung cư thường,full,13.0,21.01461,105.8173285
môi giới,2.0,130.0,chung cư thường,full,8.0,20.9849911,105.7863219
môi giới,4.0,70.0,chung cư thường,full,10.0,21.0027929,105.8022249
môi giới,2.0,90.0,chung cư thường,full,8.5,21.0295683,105.7918811
môi giới,2.0,100.0,chung cư thường,full,14.0,21.0181378,105.7932507
môi giới,2.0,80.0,chung cư thường,full,10.0,20.9898009,105.7615252
môi giới,2.0,98.0,chung cư thường,full,10.0,21.0232492,105.7899901
môi giới,3.0,135.0,chung cư thường,full,12.0,21.0306915,105.7592122
môi giới,3.0,134.0,chung cư thường,cơ bản,15.0,21.0042496,105.8033839
môi giới,2.0,91.0,chung cư thường,full,9.0,20.9984988,105.8376899
môi giới,3.0,128.0,chung cư thường,cơ bản,15.0,21.0042496,105.8033839
môi giới,2.0,78.0,chung cư thường,cơ bản,9.0,21.01461,105.8173285
môi giới,1.0,35.0,chung cư thường,full,8.5,21.0043958,105.8180744
môi giới,3.0,145.0,chung cư thường,full,15.0,21.0153717,105.8128851
môi giới,3.0,110.0,chung cư thường,full,12.0,20.9996153,105.8081224
môi giới,3.0,120.0,chung cư thường,full,12.0,21.0030893,105.8203923
môi giới,2.0,75.0,chung cư thường,full,10.0,21.0042496,105.8033839
môi giới,1.0,58.0,chung cư thường,full,9.0,21.017578,105.7976787
môi giới,2.0,75.0,chung cư thường,full,11.0,21.0042496,105.8033839
môi giới,3.0,115.0,chung cư thường,full,14.0,21.0042496,105.8033839
môi giới,3.0,124.0,chung cư thường,full,15.0,21.0100698,105.8363536
môi giới,2.0,75.0,chung cư thường,full,10.0,21.0175017,105.7906912
môi giới,3.0,112.0,chung cư thường,full,10.0,20.9916037,105.7845561
môi giới,3.0,118.0,chung cư thường,full,12.0,21.0005603,105.8029176
môi giới,2.0,77.0,chung cư thường,cơ bản,8.0,21.0306915,105.7592122
môi giới,2.0,77.0,chung cư thường,full,10.0,20.9726978,105.7781884
môi giới,2.0,70.0,chung cư thường,cơ bản,10.0,21.0232492,105.7899901
môi giới,2.0,84.0,chung cư thường,cơ bản,8.0,20.9828413,105.8121513
môi giới,2.0,70.0,chung cư thường,unk,7.5,21.0141788,105.7775527
môi giới,2.0,75.0,chung cư thường,cơ bản,8.0,21.0141788,105.7775527
môi giới,2.0,90.0,chung cư thường,full,12.0,21.0150367,105.8316114
môi giới,2.0,113.0,chung cư thường,full,11.0,20.9997688,105.8372727
môi giới,3.0,128.0,chung cư thường,full,15.0,21.0181378,105.7932507
môi giới,2.0,89.0,chung cư thường,full,11.0,21.0306461,105.7692892
môi giới,2.0,66.0,chung cư thường,cơ bản,7.5,20.9985157,105.8031584
môi giới,3.0,128.0,chung cư thường,cơ bản,14.0,21.0173636,105.7983577
môi giới,3.0,105.0,chung cư thường,full,13.0,21.0309144,105.7839062
môi giới,1.0,48.0,chung cư thường,full,9.0,21.0105633,105.7994223
môi giới,2.0,70.0,chung cư thường,full,8.5,21.0107877,105.8044006
môi giới,2.0,94.0,chung cư thường,cơ bản,8.0,20.9936291,105.8059224
môi giới,2.0,80.0,chung cư thường,cơ bản,8.0,21.0221606,105.771796
môi giới,1.0,45.0,chung cư thường,cơ bản,7.5,20.9945353,105.7893907
môi giới,2.0,86.0,chung cư thường,full,10.0,21.0105633,105.7994223
môi giới,1.0,40.0,chung cư thường,full,7.5,21.0272099,105.812062
môi giới,2.0,30.0,chung cư thường,unk,7.0,21.0319529,105.7995321
môi giới,1.0,30.0,chung cư thường,unk,6.0,21.0232671,105.7946587
môi giới,1.0,35.0,chung cư thường,unk,7.0,21.0139865,105.7971098
môi giới,1.0,35.0,chung cư thường,full,7.0,21.0135604,105.8026767
môi giới,1.0,33.0,chung cư thường,unk,7.5,21.0319529,105.7995321
môi giới,1.0,35.0,chung cư thường,unk,7.5,21.0272099,105.812062
môi giới,1.0,35.0,chung cư thường,unk,7.5,21.0021784,105.846738
môi giới,1.0,35.0,chung cư thường,unk,7.0,21.0159809,105.8011521
môi giới,1.0,35.0,chung cư thường,unk,7.5,21.0414585,105.7864721
môi giới,3.0,83.0,chung cư thường,cơ bản,6.0,20.9904924,105.7831837
môi giới,2.0,81.0,chung cư thường,full,11.0,21.0295683,105.7918811
môi giới,2.0,70.0,chung cư thường,full,8.0,20.9849911,105.7863219
môi giới,3.0,162.0,chung cư thường,cơ bản,15.0,21.0070457,105.8029953
môi giới,2.0,50.0,chung cư thường,full,8.0,21.0094805,105.8462294
môi giới,2.0,50.0,chung cư thường,unk,6.5,21.0094805,105.8462294
môi giới,2.0,75.0,chung cư thường,full,6.0,21.0698126,105.9022366
môi giới,2.0,95.0,chung cư thường,unk,8.5,21.0495394,105.8834124
môi giới,2.0,70.0,chung cư thường,full,6.0,21.0383592,105.9339701
môi giới,2.0,72.0,chung cư thường,full,8.0,21.0628603,105.9125034
môi giới,2.0,54.0,chung cư thường,cơ bản,4.5,21.0383592,105.9339701
môi giới,2.0,80.0,chung cư thường,full,7.0,21.0368443,105.9052357
môi giới,2.0,75.0,chung cư thường,full,6.0,21.0644176,105.9045285
môi giới,3.0,80.0,chung cư thường,full,10.0,21.061879,105.9130088
môi giới,1.0,40.0,chung cư mini,full,7.0,21.0433311,105.8653021
môi giới,2.0,68.0,chung cư thường,unk,6.5,21.0383592,105.9339701
môi giới,2.0,60.0,chung cư thường,full,6.0,21.0482063,105.9244585
môi giới,2.0,94.0,chung cư thường,full,21.0,21.0482063,105.9244585
môi giới,2.0,70.0,chung cư thường,nguyên bản,4.0,21.0368443,105.9052357
môi giới,4.0,168.0,chung cư thường,unk,26.0,21.0180002,105.7821755
môi giới,3.0,125.0,chung cư thường,unk,16.0,21.034464,105.795604
môi giới,2.0,70.0,chung cư thường,unk,14.0,21.0281772,105.7828902
môi giới,3.0,97.0,chung cư thường,unk,16.0,21.0310421,105.7808293
môi giới,4.0,160.0,chung cư thường,unk,25.0,21.0738661,105.8001104
môi giới,2.0,80.0,chung cư thường,unk,15.0,21.0511381,105.8079446
môi giới,2.0,98.0,chung cư thường,unk,17.0,21.036819,105.7808467
môi giới,2.0,70.0,chung cư thường,unk,16.5,21.0105633,105.7994223
môi giới,3.0,117.0,chung cư thường,unk,21.0,21.036819,105.7808467
môi giới,3.0,110.0,chung cư thường,unk,14.0,21.0221606,105.771796
môi giới,1.0,55.0,chung cư thường,unk,18.5,21.0330094,105.8139007
môi giới,2.0,80.0,chung cư thường,unk,22.0,21.0330094,105.8139007
môi giới,1.0,55.0,chung cư thường,unk,12.0,21.0105633,105.7994223
môi giới,2.0,70.0,chung cư thường,unk,14.0,20.9973921,105.804033
môi giới,2.0,80.0,chung cư thường,unk,18.0,21.0105633,105.7994223
môi giới,2.0,80.0,chung cư thường,unk,14.0,20.9973921,105.804033
môi giới,3.0,128.0,chung cư thường,unk,20.0,21.057969,105.797542
môi giới,2.0,113.0,chung cư thường,unk,18.0,21.057969,105.797542
môi giới,2.0,75.0,chung cư thường,unk,12.0,21.0325424,105.8003648
môi giới,3.0,105.0,chung cư thường,unk,16.0,21.0232492,105.7899901
môi giới,3.0,118.0,chung cư thường,full,16.0,21.0442326,105.7673186
môi giới,2.0,60.0,chung cư thường,unk,10.0,21.0748534,105.7973432
môi giới,3.0,130.0,chung cư thường,full,15.0,21.0181378,105.7932507
môi giới,3.0,115.0,chung cư thường,unk,11.0,21.0779881,105.7869086
môi giới,3.0,115.0,chung cư thường,unk,15.0,21.0288503,105.8045664
môi giới,3.0,100.0,chung cư thường,unk,15.0,21.0288503,105.8045664
môi giới,2.0,60.0,chung cư thường,unk,10.0,21.0325424,105.8003648
môi giới,3.0,125.0,chung cư thường,full,19.0,21.0070457,105.8029953
môi giới,3.0,156.0,chung cư thường,unk,28.5,21.0347417,105.7946177
môi giới,3.0,120.0,chung cư thường,unk,40.0,21.055584,105.8084368
môi giới,4.0,170.0,chung cư thường,full,26.0,21.0028962,105.789112
môi giới,2.0,78.0,chung cư thường,cơ bản,12.0,21.0028962,105.789112
môi giới,2.0,75.0,chung cư thường,full,10.5,21.0070457,105.8029953
môi giới,2.0,60.0,chung cư thường,unk,7.0,21.017032,105.7982605
môi giới,2.0,70.0,chung cư thường,unk,6.5,21.0085362,105.8132116
môi giới,2.0,90.0,chung cư thường,full,10.0,21.0173636,105.7983577
môi giới,2.0,70.0,chung cư thường,unk,8.0,21.0099881,105.8046452
môi giới,3.0,108.0,chung cư thường,full cao cấp,11.0,21.002635,105.8015572
môi giới,2.0,60.0,chung cư thường,unk,10.0,21.0042496,105.8033839
môi giới,2.0,100.0,chung cư thường,unk,12.0,21.0382766,105.7945595
môi giới,2.0,65.0,chung cư thường,unk,6.5,21.0165579,105.788647
môi giới,2.0,98.0,chung cư thường,full,10.5,21.0382766,105.7945595
môi giới,2.0,90.0,chung cư thường,unk,12.0,21.0333694,105.7697198
môi giới,2.0,95.0,chung cư thường,full,10.0,21.0232492,105.7899901
môi giới,3.0,110.0,chung cư thường,unk,15.0,21.0650089,105.7977466
môi giới,3.0,127.0,chung cư thường,full,18.0,21.0288503,105.8045664
môi giới,3.0,111.0,chung cư thường,unk,19.0,21.0105633,105.7994223
môi giới,3.0,109.0,chung cư thường,unk,16.0,20.9985157,105.8031584
môi giới,2.0,70.0,chung cư thường,nguyên bản,8.0,21.0161278,105.7926129
môi giới,2.0,70.0,chung cư thường,cơ bản,9.0,21.0161278,105.7926129
môi giới,1.0,45.0,chung cư studio,unk,8.0,20.9867575,105.7854374
môi giới,3.0,125.0,chung cư thường,full,14.0,21.0055003,105.823751
môi giới,2.0,98.0,chung cư thường,unk,12.0,21.0309144,105.7839062
môi giới,3.0,110.0,chung cư thường,full,13.0,20.9985157,105.8031584
cá nhân,4.0,182.0,chung cư thường,full,27.0,21.0768702,105.8148708
môi giới,1.0,60.0,chung cư thường,full,8.0,21.0304313,105.8149845
cá nhân,3.0,111.0,chung cư thường,full,17.0,21.0639497,105.8284547
cá nhân,1.0,45.0,chung cư thường,unk,11.0,21.0658312,105.8265071
cá nhân,1.0,50.0,chung cư thường,full,7.3,21.03116,105.7863442
môi giới,2.0,75.0,chung cư thường,cơ bản,10.0,21.046296,105.8790111
môi giới,2.0,74.0,chung cư thường,full,10.0,20.9982638,105.8673667
môi giới,1.0,50.0,chung cư thường,full,8.0,21.0323732,105.8095708
môi giới,2.0,68.0,chung cư thường,full cao cấp,7.5,21.029268,105.7637742
môi giới,3.0,97.0,chung cư thường,unk,8.0,21.0344536,105.7658695
môi giới,2.0,80.0,chung cư thường,full,10.5,21.0099881,105.8046452
môi giới,3.0,125.0,chung cư thường,full,13.0,20.9868211,105.7870724
môi giới,2.0,100.0,chung cư thường,full,13.0,20.9749347,105.7808936
môi giới,3.0,127.0,chung cư thường,unk,13.0,20.9867575,105.7854374
môi giới,2.0,124.0,chung cư thường,unk,19.0,20.9981973,105.8127529
môi giới,2.0,109.0,chung cư thường,full,13.0,21.0161278,105.7926129
môi giới,3.0,123.0,chung cư thường,cơ bản,12.0,21.0309144,105.7839062
môi giới,3.0,150.0,chung cư thường,full,16.0,21.0070457,105.8029953
môi giới,3.0,130.0,chung cư thường,unk,12.0,20.9936291,105.8059224
môi giới,3.0,100.0,chung cư thường,full,40.0,21.0311,105.8136648
môi giới,2.0,100.0,chung cư thường,full,9.0,21.0362662,105.7850985
môi giới,2.0,79.0,chung cư thường,full,28.0,21.0311,105.8136648
môi giới,1.0,36.0,chung cư thường,cơ bản,3.5,21.0103447,105.9531291
môi giới,1.0,30.0,chung cư studio,full,7.0,21.0032299,105.7786142
môi giới,1.0,30.0,chung cư thường,full,3.5,21.0164183,105.9448441
môi giới,1.0,33.0,chung cư thường,cơ bản,3.5,21.0103447,105.9531291
môi giới,2.0,36.0,chung cư studio,cơ bản,8.0,21.0099571,105.7843298
môi giới,1.0,35.0,chung cư thường,cơ bản,8.0,21.0099571,105.7843298
môi giới,1.0,30.0,chung cư studio,full,3.0,21.0103447,105.9531291
môi giới,1.0,33.0,chung cư thường,cơ bản,7.0,21.0099571,105.7843298
môi giới,1.0,60.0,chung cư thường,full,4.5,20.9915043,105.9744523
cá nhân,2.0,52.0,chung cư thường,nguyên bản,11.0,21.0174168,105.7820991
môi giới,2.0,60.0,chung cư thường,unk,5.5,20.9915043,105.9744523
môi giới,1.0,28.0,chung cư thường,unk,5.0,20.991307,105.7571249
cá nhân,4.0,115.0,chung cư thường,full,30.0,21.0151325,105.8492108
môi giới,1.0,28.0,chung cư thường,cơ bản,7.0,21.0032299,105.7786142
môi giới,2.0,60.0,chung cư thường,full,3.0,21.0103447,105.9531291
môi giới,2.0,61.0,chung cư thường,full,5.7,20.9915043,105.9744523
môi giới,1.0,30.0,chung cư thường,cơ bản,8.0,21.0099571,105.7843298
môi giới,1.0,35.0,chung cư thường,cơ bản,8.0,21.0105633,105.7994223
môi giới,1.0,46.0,chung cư thường,full,5.0,20.9915043,105.9744523
môi giới,1.0,45.0,chung cư thường,unk,4.0,20.9971923,105.9645586
môi giới,1.0,46.0,chung cư thường,cơ bản,4.5,20.9915043,105.9744523
môi giới,1.0,30.0,chung cư thường,cơ bản,3.5,21.0103447,105.9531291
môi giới,1.0,38.0,chung cư studio,unk,7.0,21.0617106,105.8944872
môi giới,2.0,70.0,chung cư thường,cơ bản,6.0,21.0636926,105.8818656
môi giới,3.0,70.0,chung cư thường,cơ bản,5.0,21.0383592,105.9339701
môi giới,2.0,55.0,chung cư thường,full cao cấp,7.0,21.0481244,105.919172
